"FID,POINTID,Depth,POINTID_1,EC,OC,Elev,oc1,ec1,LC0_Desc,EVI250,LST250,susm,twi,TH_LAT,TH_LONG,slope250,Prec_World,Temp_Iberi,pr37040,pr37060,pr58040,pr58060,T37040,t37060,t58560,t58540"
"596,29082342,0-20 cm,29082342,5.6,157.7,731,157.7,5.6,Woodland,0.320985768,14632.45946,57.81990051,-3.472650051,42.70634398,-7.368023646,7.981080055,125.276001,11.62689972,121.5,118.5833333,123.4166667,119.6666667,7,7.900000095,7.949999809,6.949999809"
"597,29122396,0-20 cm,29122396,3.7,242.4,451,242.4,3.7,Grassland,0.300529664,14638.48649,40.30810165,9.574649811,43.18733759,-7.462585722,0.057460699,111.5849991,12.61289978,108.3333333,105,109.25,106.3333333,8.850000381,9.75,9.850000381,8.850000381"
"598,29122450,0-20 cm,29122450,3,74,87,74,3,Cropland,0.240101934,14467.11111,57.77310181,-3.115360022,43.65955772,-7.607956372,6.670710087,90.53790283,13.9385004,88.58333333,85.33333333,88.58333333,87.33333333,11.30000019,12.14999962,12.19999981,11.25"
"599,29162260,0-20 cm,29162260,3.6,107.4,1084,107.4,3.6,Cropland,0.210027796,14662.59524,41.55659866,-1.808030009,42.0039924,-7.062748973,0.489248008,96.26650238,10.62590027,93.16666667,91.91666667,95.66666667,91.91666667,4.900000095,5.900000095,5.949999809,4.949999809"
"600,29182358,0-20 cm,29182358,2.9,192.8,547,192.8,2.9,Grassland,0.316002802,14530.81081,54.33570099,-3.282299995,42.86714733,-7.290385551,10.73509979,118.2109985,11.79730034,114.4166667,111.25,116,112.3333333,7.400000095,8.25,8.300000191,7.349999905"
"601,29242332,0-20 cm,29242332,3.1,37.8,915,37.8,3.1,Woodland,0.285167332,14535.12195,68.41840363,-3.866410017,42.65168689,-7.151251635,16.62669945,115.2549973,11.0145998,111.3333333,108.6666667,113.1666667,109.5,6.099999905,7,7.050000191,6.099999905"
"602,29262342,0-20 cm,29262342,3.2,101.4,1181,101.4,3.2,Woodland,0.296276138,14438.45,63.0862999,-4.832459927,42.74342044,-7.153191141,14.04759979,118.2630005,9.159799576,114.25,111.25,115.75,112,4.25,5.199999809,5.25,4.25"
"603,29322340,0-20 cm,29322340,5.8,245.3,1205,245.3,5.8,Grassland,0.272994722,14518.73684,63.0862999,-4.331150055,42.73814694,-7.076381715,7.422019958,112.3730011,10.0376997,108.4166667,105.4166667,110.1666667,106.3333333,5,5.949999809,6,5"
"604,29342336,0-20 cm,29342336,7,144.5,1335,144.5,7,Woodland,0.269259572,14482.21053,63.0862999,-4.187329769,42.7071525,-7.042227449,11.86429977,113.5250015,9.315660477,109.5,106.8333333,111.1666667,107.5833333,4.25,5.099999905,5.199999809,4.199999809"
"605,29342404,0-20 cm,29342404,5.2,57.1,331,57.1,5.2,Woodland,0.242614981,14480.02439,55.02830124,-4.180250168,43.30294373,-7.219004823,16.42830086,101.9940033,12.76099968,98.91666667,95.66666667,99.58333333,97.16666667,9.399999619,10.30000019,10.35000038,9.399999619"
"606,29362376,0-20 cm,29362376,5.1,130.5,719,130.5,5.1,Woodland,0.279165873,14537.05405,59.96630096,-3.351789951,43.06180426,-7.121627337,12.25930023,109.5360031,11.63669968,105.75,102.5833333,106.8333333,103.5833333,7.400000095,8.350000381,8.399999619,7.400000095"
"607,29822380,0-20 cm,29822380,7.8,117.9,952,117.9,7.8,Woodland,0.293202476,14559.46154,63.84379959,-3.688659906,43.18949591,-6.578738779,9.394519806,94.25499725,11.29570007,90.58333333,87.41666667,91.25,88.5,7.199999809,8.149999619,8.199999809,7.199999809"
"608,29862388,0-20 cm,29862388,5,206.5,736,206.5,5,Grassland,0.33013708,14512.44186,53.42010117,-3.591919899,43.26763067,-6.550769133,9.147540092,96.64859772,11.03919983,93,89.83333333,93.58333333,91.08333333,7.099999905,8,8.050000191,7.099999905"
"609,30442394,0-20 cm,30442394,3.5,144.1,225,144.1,3.5,Grassland,0.33876973,14637.43902,78.67720032,-2.131279945,43.43277814,-5.864620407,1.330690026,81.4905014,13.10789967,78.66666667,76,78.91666667,77.08333333,9.5,10.39999962,10.5,9.449999809"
"610,30442402,0-20 cm,30442402,7.1,228,215,228,7.1,Grassland,0.307536395,14564.53659,96.8628006,-3.333940029,43.50313774,-5.884158834,11.21860027,82.54039764,13.48400021,79.83333333,76.91666667,79.91666667,78.16666667,10.30000019,11.19999981,11.25,10.25"
"611,30582366,0-20 cm,30582366,7,266.5,1112,266.5,7,Shrubland,0.241627576,14507.02326,80.896698,-3.596689939,43.21274845,-5.627750307,3.837680101,77.91059875,11.16940022,75.08333333,72.5,75.5,73.41666667,6.900000095,7.800000191,7.900000095,6.900000095"
"612,30642354,0-20 cm,30642354,9.1,187.4,690,187.4,9.1,Woodland,0.298733409,14565.09756,81.71949768,-3.846199989,43.11825013,-5.526833422,8.31155014,72.47460175,10.55049992,69.66666667,67.58333333,70.33333333,68.25,5.650000095,6.650000095,6.699999809,5.699999809"
"613,30702378,0-20 cm,30702378,5.5,103.5,348,103.5,5.5,Woodland,0.271779471,14489.45455,94.43190002,-3.675689936,43.34076231,-5.511277432,10.84599972,76.2378006,12.6498003,73.25,71.16666667,73.66666667,72.16666667,8.649999619,9.600000381,9.649999619,8.699999809"
"614,30782390,0-20 cm,30782390,2.8,49.6,75,49.6,2.8,Grassland,0.310555211,14603.11628,93.78050232,2.743860006,43.46126133,-5.442872575,4.180699825,76.8082962,13.66520023,74,71.5,74.33333333,72.75,10.10000038,11,11.05000019,10.05000019"
"615,30442240,0-10 cm,30442240,0.6,120.8,792,120.8,0.6,Cropland,0.177691979,14730.65217,42.27679825,-2.240740061,42.07646614,-5.500400398,1.577419996,46.93740082,12.33180046,44.66666667,43.91666667,45.66666667,44.08333333,6.300000191,7.349999905,7.400000095,6.400000095"
"616,30562176,0-10 cm,30562176,1.3,226.3,767,226.3,1.3,Cropland,0.200834989,14792.97561,50.89429855,-1.068570018,41.53358865,-5.214344239,0.29579401,39.00930023,12.51949978,37.41666667,36.58333333,38.33333333,36.66666667,6.449999809,7.5,7.599999905,6.599999905"
"617,29262270,0-20 cm,29262270,2.4,64.2,1282,64.2,2.4,Shrubland,0.203117512,14544.5,42.30659866,-3.676680088,42.1120145,-6.969757339,7.458889961,99.40260315,9.210960388,96,94.41666667,98.33333333,94.5,3.549999952,4.5,4.550000191,3.549999952"
"618,29402258,0-20 cm,29402258,2.7,116.5,1110,116.5,2.7,Woodland,0.225285458,14522.66667,30.32369995,-1.658810019,42.03481527,-6.774328411,5.426730156,89.70729828,9.18696022,86.5,85.16666667,88.66666667,85.16666667,3.349999905,4.300000191,4.400000095,3.400000095"
"619,29462254,0-20 cm,29462254,3.5,84.8,1142,84.8,3.5,Shrubland,0.192070633,14568.13953,39.72629929,-2.688250065,42.01164484,-6.693554521,1.582119942,78.48329926,10.30080032,75.5,74.5,77.58333333,74.5,4.300000191,5.25,5.300000191,4.300000191"
"620,29482162,0-20 cm,29482162,1,48.2,812,48.2,1,Grassland,0.223044515,14794.68182,42.49000168,-0.862702012,41.20664463,-6.447497878,1.397799969,93.14389801,12.43770027,89.75,89.41666667,93,88.5,6.75,7.800000191,7.849999905,6.900000095"
"621,29522350,0-20 cm,29522350,2.5,72.6,1192,72.6,2.5,Woodland,0.251970264,14439.65,53.4314003,-3.529639959,42.86634924,-6.862826542,11.42780018,116.8310013,7.958950043,112.5,109.3333333,114,110.25,2.900000095,3.799999952,3.900000095,2.900000095"
"622,29542268,0-20 cm,29542268,2.2,76.5,1251,76.5,2.2,Grassland,0.236366067,14476.39024,30.36610031,-3.45065999,42.15052502,-6.633440505,7.78703022,84.96289825,9.558799744,81.66666667,80.41666667,83.58333333,80.5,3.799999952,4.699999809,4.800000191,3.799999952"
"623,29562318,0-20 cm,29562318,3.1,188,527,188,3.1,Woodland,0.265542927,14711.07143,39.53110123,-1.446490049,42.59358453,-6.734069806,0.975892007,88.34259796,12.92479992,84.66666667,82.58333333,85.91666667,83.08333333,7.199999809,8.149999619,8.199999809,7.199999809"
"624,29582280,0-20 cm,29582280,1.7,33.1,1095,33.1,1.7,Woodland,0.178798922,14681.64103,50.57429886,3.059149981,42.26387357,-6.615643046,12.36270046,87.45140076,9.540659904,84.16666667,82.5,86.08333333,82.66666667,3.450000048,4.400000095,4.449999809,3.5"
"625,29702300,0-20 cm,29702300,2.6,170,1169,170,2.6,Shrubland,0.225861731,14434,60.5943985,-3.647900105,42.4632909,-6.522442765,11.44069958,85.75630188,10.23639965,82.33333333,80.41666667,83.83333333,80.66666667,4.25,5.25,5.300000191,4.300000191"
"626,29722186,0-20 cm,29722186,2.2,59.2,777,59.2,2.2,Grassland,0.20118283,14802.95238,41.77090073,-0.695915997,41.46455684,-6.223580016,2.011120081,79.92340088,12.37629986,76.33333333,76,78.91666667,75.25,6.349999905,7.349999905,7.449999809,6.449999809"
"627,29782206,0-20 cm,29782206,3.2,51.8,838,51.8,3.2,Grassland,0.224888169,14705.66667,46.30759811,1.402770042,41.65221642,-6.200412297,1.13823998,72.40609741,11.7894001,69,68.58333333,71.41666667,68.16666667,5.800000191,6.800000191,6.849999905,5.849999905"
"628,29782232,0-20 cm,29782232,1.8,46,1143,46,1.8,Woodland,0.240847389,14463.79545,38.6393013,-2.858530045,41.8810477,-6.26230483,9.383239746,71.61260223,10.44610023,68.5,67.58333333,70.58333333,67.66666667,4.5,5.5,5.550000191,4.550000191"
"629,29842170,0-20 cm,29842170,1.1,91.1,878,91.1,1.1,Cropland,0.222974519,14773.43478,33.02199936,-1.825160027,41.34667503,-6.04551611,0.749153018,75.10299683,12.0369997,72,71.58333333,74.33333333,71,6.050000191,7.050000191,7.150000095,6.099999905"
"630,29842266,0-20 cm,29842266,1.7,65.5,1108,65.5,1.7,Woodland,0.232416521,14523.65909,34.82369995,-2.386519909,42.19179218,-6.27305587,3.521090031,74.96659851,10.05529976,72,70.91666667,73.58333333,70.91666667,4.150000095,5.099999905,5.150000095,4.150000095"
"631,29862340,0-20 cm,29862340,2.1,113.5,1071,113.5,2.1,Woodland,0.208169986,14577.02632,55.59180069,-4.378029823,42.84615864,-6.430431384,11.95849991,95.3443985,9.362730026,91.33333333,88.75,92.5,89.41666667,3.849999905,4.800000191,4.849999905,3.849999905"
"632,29902286,0-20 cm,29902286,2.1,186,1152,186,2.1,Grassland,0.20701162,14682.84091,32.34379959,-2.895200014,42.37932964,-6.250186524,2.488879919,81.90499878,9.723529816,79,77,80.08333333,77.33333333,3.700000048,4.699999809,4.75,3.75"
"633,29962290,0-20 cm,29962290,1.5,100.9,1034,100.9,1.5,Shrubland,0.201748318,14657.53488,32.34379959,-2.103120089,42.42612054,-6.188469035,1.563240051,76.520401,10.57689953,73.33333333,71.91666667,74.66666667,72,4.449999809,5.449999809,5.550000191,4.5"
"634,29962314,0-20 cm,29962314,4.4,70.1,1116,70.1,4.4,Woodland,0.229039897,14533.71795,40.5082016,-4.214240074,42.63717319,-6.246783342,9.040840149,87.72579956,9.455860138,83.91666667,81.83333333,85.16666667,82.33333333,3.650000095,4.599999905,4.650000095,3.650000095"
"635,29982166,0-20 cm,29982166,0.8,92.5,838,92.5,0.8,Grassland,0.205329848,14763.81395,35.50579834,0.275445998,41.33801016,-5.872357382,0.833616018,61.94200134,12.31770039,59.41666667,58.83333333,61.25,58.5,6.300000191,7.349999905,7.400000095,6.400000095"
"636,29982246,0-20 cm,29982246,1.5,128.4,801,128.4,1.5,Cropland,0.210923017,14752.7619,42.1385994,-1.154800057,42.04278576,-6.059310471,0.309432,63.56200027,11.81070042,60.75,59.91666667,62.33333333,59.91666667,5.650000095,6.650000095,6.650000095,5.699999809"
"637,30022122,0-20 cm,30022122,1.5,81.9,886,81.9,1.5,Grassland,0.1581297,14795.34091,53.12210083,-0.920571983,40.9574413,-5.725414988,1.421790004,52.27560043,12.07380009,50.33333333,49.66666667,52,49.33333333,5.900000095,6.949999809,7,6.050000191"
"638,30022296,0-20 cm,30022296,0.8,144.4,1021,144.4,0.8,Bareland,0.1816104,14603.97674,30.6298008,-3.134030104,42.49046823,-6.131490516,2.206480026,76.91290283,10.50090027,73.66666667,71.91666667,74.91666667,72.41666667,4.5,5.5,5.599999905,4.550000191"
"639,30042136,0-20 cm,30042136,0.9,148.4,866,148.4,0.9,Cropland,0.205252921,14731.90909,55.73210144,-1.033550024,41.08471098,-5.733751006,0.872313976,52.04499817,12.15229988,50.16666667,49.5,51.66666667,49.16666667,6.050000191,7.050000191,7.150000095,6.150000095"
"640,30042222,0-20 cm,30042222,1,90.6,779,90.6,1,Grassland,0.167542582,14783.2381,42.42010117,-0.642463982,41.84287479,-5.931815677,0.367922992,61.32659912,12.03950024,58.41666667,57.83333333,60.08333333,57.5,6,7,7.099999905,6.099999905"
"641,30062254,0-20 cm,30062254,0.7,138.9,816,138.9,0.7,Cropland,0.191545862,14708.38636,34.97190094,-3.371700048,42.12849916,-5.983519193,4.683239937,61.51919937,11.61880016,58.66666667,57.83333333,60.16666667,57.83333333,5.400000095,6.400000095,6.449999809,5.449999809"
"642,30062344,0-20 cm,30062344,1.6,88.4,1446,88.4,1.6,Shrubland,0.159597061,14485.4,59.88679886,-1.823220015,42.92028574,-6.200476656,3.536220074,99.02870178,8.011269569,94.91666667,92.16666667,96,92.91666667,2.299999952,3.25,3.299999952,2.349999905"
"643,30082172,0-20 cm,30082172,0.6,101.2,809,101.2,0.6,Cropland,0.184187639,14749.84091,34.99560165,-2.373600006,41.40974345,-5.768964895,1.154790044,56.96720123,12.44659996,54.66666667,54.08333333,56.33333333,53.75,6.449999809,7.449999809,7.550000191,6.550000191"
"644,30082268,0-20 cm,30082268,1.4,61.1,865,61.1,1.4,Grassland,0.177046324,14626.97826,36.26150131,-1.2773,42.25556738,-5.993009939,2.581110001,62.69760132,11.72169971,59.83333333,58.75,61.16666667,58.75,5.5,6.449999809,6.5,5.550000191"
"645,30102128,0-20 cm,30102128,1.1,585.2,858,585.2,1.1,Cropland,0.218701296,14770.70455,54.11700058,0.817103028,41.02531404,-5.645728616,0.887319982,45.05870056,12.25689983,43.16666667,42.75,44.66666667,42.25,6.050000191,7.099999905,7.150000095,6.199999809"
"646,30102228,0-20 cm,30102228,0.7,113.9,814,113.9,0.7,Grassland,0.170037254,14663.37778,35.41939926,-2.239759922,41.90710331,-5.875007187,1.476420045,59.5041008,12.01760006,56.83333333,56,58.16666667,55.75,5.949999809,6.949999809,7.050000191,6.050000191"
"647,30122158,0-20 cm,30122158,0.5,100,934,100,0.5,Woodland,0.192688085,14685.48889,58.16130066,-1.619830012,41.29375318,-5.69017135,0.574588001,52.87030029,11.90499973,50.75,50.08333333,52.5,50.08333333,5.849999905,6.900000095,6.949999809,5.949999809"
"648,30122294,0-20 cm,30122294,1,68.1,996,68.1,1,Cropland,0.186688291,14653.13636,38.27050018,-1.210940003,42.49204907,-6.007467332,0.43948099,71.41139984,11.09920025,68.33333333,66.75,69.41666667,67,4.949999809,5.900000095,6,4.949999809"
"649,30122298,0-20 cm,30122298,1.5,35.8,1025,35.8,1.5,Shrubland,0.195755878,14586.6087,38.27050018,-1.382480025,42.52724931,-6.017058368,0.812561989,75.13569641,10.73670006,71.83333333,70.25,73.08333333,70.58333333,4.650000095,5.599999905,5.699999809,4.650000095"
"650,30142128,0-20 cm,30142128,1,198.8,878,198.8,1,Cropland,0.213757951,14771.86047,56.08819962,0.224607006,41.03274626,-5.599095654,0.809509993,42.67480087,12.13059998,41.08333333,40.41666667,42.33333333,40.16666667,5.900000095,6.949999809,7,6"
"651,30142200,0-20 cm,30142200,0.6,84.6,758,84.6,0.6,Bareland,0.155261844,14764.55556,44.68280029,0.459609002,41.66788209,-5.762822966,0.287301004,56.35309982,12.50020027,53.91666667,53.25,55.41666667,53,6.449999809,7.5,7.550000191,6.550000191"
"652,30142232,0-20 cm,30142232,1,141.2,775,141.2,1,Grassland,0.215149341,14695.93333,35.41939926,-1.91189003,41.94990418,-5.837076123,3.182549953,57.58869934,12.15859985,54.83333333,54.08333333,56.25,54,6.050000191,7.050000191,7.150000095,6.150000095"
"653,30162202,0-20 cm,30162202,0.5,78.7,746,78.7,0.5,Cropland,0.172377466,14806.02439,44.68280029,-0.456681997,41.68926686,-5.743884114,0.203152999,54.69380188,12.48390007,52.33333333,51.5,53.83333333,51.33333333,6.400000095,7.449999809,7.5,6.5"
"654,30162346,0-20 cm,30162346,10.4,149.9,1259,149.9,10.4,Grassland,0.244342412,14427.12195,90.22080231,6.30934,42.95715681,-6.085300908,0.55262202,102.0569992,7.353240013,98.08333333,95.08333333,98.91666667,96.08333333,1.600000024,2.549999952,2.599999905,1.600000024"
"655,30182170,0-20 cm,30182170,0.5,136.8,779,136.8,0.5,Cropland,0.180088585,14758.55814,50.65769958,-2.744240046,41.41080288,-5.647141845,2.469949961,50.19810104,12.35420036,48.25,47.58333333,49.75,47.33333333,6.300000191,7.349999905,7.400000095,6.400000095"
"656,30182224,0-20 cm,30182224,1.5,116.9,787,116.9,1.5,Grassland,0.194183831,14728.51111,40.47669983,-1.976079941,41.88694324,-5.771177481,1.400750041,54.82830048,12.26329994,52.25,51.66666667,53.66666667,51.41666667,6.300000191,7.349999905,7.349999905,6.349999905"
"657,30182314,0-20 cm,30182314,2,88.6,1176,88.6,2,Grassland,0.245532209,14541.5122,50.64820099,-1.818590045,42.67950212,-5.983826339,3.101969957,83.39240265,9.235110283,79.91666667,77.91666667,81.08333333,78.33333333,3.450000048,4.400000095,4.449999809,3.5"
"658,30182326,0-20 cm,30182326,7,135.2,1112,135.2,7,Grassland,0.237532259,14488.19512,55.08010101,5.740910053,42.78508164,-6.012754557,4.533180237,86.83709717,8.757559776,83.41666667,81.08333333,84.33333333,81.5,3.049999952,4.050000191,4.099999905,3.049999952"
"659,30182344,0-20 cm,30182344,3.1,107.3,1355,107.3,3.1,Shrubland,0.199410824,14381.65909,90.22080231,-1.890069962,42.94340906,-6.056406063,5.601789951,98.31330109,7.693130016,94.33333333,91.5,95.33333333,92.41666667,1.899999976,2.849999905,2.900000095,1.950000048"
"660,30202278,0-20 cm,30202278,1.2,114.5,843,114.5,1.2,Cropland,0.254253927,14588.3913,38.04349899,-0.129719004,42.36642049,-5.874058366,0.406302005,58.21760178,11.67730045,55.58333333,54.41666667,56.66666667,54.5,5.650000095,6.599999905,6.650000095,5.699999809"
"661,30222190,0-20 cm,30222190,1.3,375.5,695,375.5,1.3,Cropland,0.230182699,14790.88095,42.53030014,0.809056997,41.59466893,-5.645735502,0.681065023,51.12799835,12.73900032,49,48.33333333,50.25,48.16666667,6.75,7.75,7.849999905,6.800000191"
"662,30222222,0-20 cm,30222222,1.2,142.4,757,142.4,1.2,Grassland,0.179513021,14736.46667,40.56090164,2.564039946,41.87682137,-5.71929119,0.577453017,53.49750137,12.30959988,50.91666667,50.33333333,52.5,50.08333333,6.400000095,7.400000095,7.5,6.5"
"663,30242236,0-20 cm,30242236,4.3,313.8,767,313.8,4.3,Grassland,0.264369964,14690.25,42.0882988,7.186309814,42.003966,-5.728090546,0.128485993,52.98080063,12.29469967,50.41666667,49.66666667,51.83333333,49.58333333,6.300000191,7.349999905,7.349999905,6.349999905"
"664,30242254,0-20 cm,30242254,1.5,241.5,814,241.5,1.5,Cropland,0.225255409,14684.43182,37.74150085,-0.263850987,42.16257923,-5.770043509,0.218803003,54.22240067,12.10639954,51.58333333,50.66666667,52.66666667,50.66666667,6.050000191,7.050000191,7.099999905,6.099999905"
"665,30242300,0-20 cm,30242300,1.1,94.9,977,94.9,1.1,Grassland,0.195373089,14689.45455,44.28279877,-2.659549952,42.56769656,-5.878616451,2.970340014,69.57759857,10.9751997,66.66666667,65,67.75,65.33333333,4.849999905,5.849999905,5.900000095,4.949999809"
"666,30262106,0-20 cm,30262106,0.3,97.7,894,97.7,0.3,Bareland,0.222657388,14684.43478,56.17779922,-1.214859962,40.86060013,-5.410421964,1.171810031,35.37350082,12.08769989,34,33.25,35.08333333,33.16666667,5.650000095,6.75,6.849999905,5.849999905"
"667,30262168,0-20 cm,30262168,0.8,165.6,786,165.6,0.8,Bareland,0.167631621,14855.59524,43.97529984,0.126848996,41.40801221,-5.548783095,1.802790046,46.99319839,12.45800018,45.33333333,44.41666667,46.33333333,44.33333333,6.300000191,7.400000095,7.449999809,6.449999809"
"668,30262322,0-20 cm,30262322,3.9,125.4,1078,125.4,3.9,Cropland,0.213391054,14589.28571,55.08010101,3.799870014,42.76513552,-5.907288142,8.200409889,79.16069794,9.625769615,75.75,73.75,77,74.41666667,3.650000095,4.650000095,4.699999809,3.700000048"
"669,30282128,0-20 cm,30282128,0.9,131.6,900,131.6,0.9,Cropland,0.242510235,14730.20513,52.16759872,2.942310095,41.05858669,-5.435803982,0.784663022,37.14559937,11.88140011,35.75,35.08333333,36.75,34.75,5.650000095,6.699999809,6.800000191,5.800000191"
"670,30282228,0-20 cm,30282228,0.7,101.4,768,101.4,0.7,Cropland,0.190678832,14666.28889,39.60100174,0.137952,41.94093423,-5.66224011,1.697270036,50.73799896,12.31980038,48.25,47.5,49.66666667,47.5,6.400000095,7.449999809,7.449999809,6.449999809"
"671,30302208,0-20 cm,30302208,0.7,101,745,101,0.7,Cropland,0.17974194,14784.5,42.97850037,2.448410034,41.76830727,-5.592655093,0.327573001,49.7057991,12.55659962,47.41666667,46.83333333,48.75,46.66666667,6.599999905,7.650000095,7.650000095,6.650000095"
"672,30302240,0-20 cm,30302240,0.8,69.3,813,69.3,0.8,Cropland,0.180212964,14777.64444,42.0882988,-1.193650007,42.05045074,-5.666318532,1.855960011,50.58739853,12.38329983,48.08333333,47.25,49.16666667,47.25,6.25,7.25,7.349999905,6.349999905"
"673,30302248,0-20 cm,30302248,1,158.7,823,158.7,1,Shrubland,0.169242801,14763.38636,44.99940109,3.786390066,42.12096195,-5.684879206,0.414348006,51.68479919,12.2840004,49.08333333,48.33333333,50.25,48.33333333,6.099999905,7.099999905,7.199999809,6.199999809"
"674,30302288,0-20 cm,30302288,1.3,175.5,918,175.5,1.3,Cropland,0.233141164,14628.47727,38.68209839,3.619590044,42.47337025,-5.778563872,0.349514991,54.9620018,11.5340004,52.75,51.33333333,53.41666667,51.58333333,5.449999809,6.449999809,6.5,5.5"
"675,30302302,0-20 cm,30302302,1.6,66.4,934,66.4,1.6,Grassland,0.238207558,14611.42222,44.28279877,0.563428998,42.59665505,-5.811704365,0.406302005,61.99129868,11.03670025,59.41666667,57.91666667,60.41666667,58.33333333,5,5.949999809,6,5.050000191"
"676,30322206,0-20 cm,30322206,0.8,165.2,748,165.2,0.8,Cropland,0.181545978,14815.67442,42.97850037,2.268179893,41.75437996,-5.564496167,0.203152999,48.48490143,12.50319958,46.16666667,45.41666667,47.41666667,45.5,6.550000191,7.550000191,7.650000095,6.650000095"
"677,30322278,0-20 cm,30322278,1.2,259.3,882,259.3,1.2,Cropland,0.224102991,14614.4,42.4408989,0.348037004,42.3890486,-5.731185315,0.128485993,52.11840057,11.72369957,49.83333333,48.58333333,50.75,48.91666667,5.599999905,6.599999905,6.699999809,5.650000095"
"678,30322286,0-20 cm,30322286,1.3,166.7,911,166.7,1.3,Cropland,0.243753135,14624.31818,42.4408989,-0.934436977,42.45951816,-5.749999425,0.203152999,52.4776001,11.7258997,50.33333333,49,50.91666667,49.33333333,5.550000191,6.5,6.599999905,5.550000191"
"679,30342282,0-20 cm,30342282,1.1,147,891,147,1.1,Cropland,0.221991977,14641.27273,42.4408989,4.036920071,42.42803892,-5.716750423,0.260163009,52.08039856,11.7052002,49.83333333,48.58333333,50.66666667,48.83333333,5.599999905,6.599999905,6.650000095,5.650000095"
"680,30362152,0-20 cm,30362152,0.7,157,779,157,0.7,Cropland,0.196540758,14798,48.29119873,-1.038259983,41.28519513,-5.395686353,0.454257011,38.71900177,12.51130009,37.25,36.58333333,38.16666667,36.5,6.300000191,7.349999905,7.400000095,6.400000095"
"681,30362188,0-20 cm,30362188,1.5,297.1,804,297.1,1.5,Cropland,0.178754733,14842.06977,46.46640015,-0.177809998,41.602973,-5.476489329,1.471390009,45.44260025,12.34869957,43.58333333,42.75,44.66666667,42.75,6.349999905,7.349999905,7.449999809,6.449999809"
"682,30362254,0-20 cm,30362254,0.7,140.2,834,140.2,0.7,Cropland,0.177944264,14708.91304,44.99940109,-1.555850029,42.18504831,-5.62760925,1.624799967,50.26169968,12.2177,48,46.91666667,48.91666667,47,6.050000191,7.050000191,7.150000095,6.099999905"
"683,30362296,0-20 cm,30362296,1.1,110.8,980,110.8,1.1,Grassland,0.183501324,14717.65217,33.54150009,-1.847949982,42.5551123,-5.725836853,0.528186023,53.73460007,11.45950031,51.5,50.41666667,52.33333333,50.5,5.099999905,6.099999905,6.199999809,5.150000095"
"684,30382104,0-20 cm,30382104,0.8,191.6,934,191.6,0.8,Cropland,0.195171637,14735.51163,56.55789948,-0.538496017,40.86481354,-5.266416142,0.902077019,35.25329971,11.81169987,33.91666667,33.16666667,35,33,5.5,6.550000191,6.650000095,5.650000095"
"685,30382148,0-20 cm,30382148,0.7,215.4,781,215.4,0.7,Cropland,0.202379656,14790.72727,48.29119873,5.490680218,41.25353389,-5.363368626,0.385452002,38.01319885,12.58769989,36.66666667,35.91666667,37.5,35.75,6.349999905,7.400000095,7.449999809,6.449999809"
"686,30402232,0-20 cm,30402232,0.9,98.3,784,98.3,0.9,Cropland,0.181284933,14760.97778,46.11899948,-1.98368001,41.99851485,-5.529445281,0.490931988,46.80939865,12.29349995,44.66666667,43.91666667,45.66666667,43.91666667,6.25,7.300000191,7.349999905,6.300000191"
"687,30422164,0-20 cm,30422164,0.2,55.4,793,55.4,0.2,Bareland,0.156788654,14831.04762,43.76029968,-1.087679982,41.40213513,-5.35210928,1.799129963,39.67409897,12.43299961,38.25,37.33333333,39,37.33333333,6.300000191,7.349999905,7.400000095,6.400000095"
"688,30422198,0-20 cm,30422198,1.3,289.1,753,289.1,1.3,Cropland,0.158750049,14867.92308,43.6908989,0.195931002,41.70226358,-5.428426464,0.327573001,44.35380173,12.48340034,42.41666667,41.66666667,43.5,41.5,6.550000191,7.599999905,7.650000095,6.650000095"
"689,30422296,0-20 cm,30422296,1.8,135.2,930,135.2,1.8,Grassland,0.193098944,14716.35556,33.64509964,2.835289955,42.56635162,-5.654171058,0.574588001,46.50139999,12.00469971,44.66666667,43.41666667,45.33333333,43.75,5.599999905,6.599999905,6.699999809,5.650000095"
"690,30422300,0-20 cm,30422300,1.7,82.8,996,82.8,1.7,Shrubland,0.177950778,14649.08696,33.64509964,-1.267150044,42.60158944,-5.663571589,1.312590003,47.60779953,11.86120033,45.83333333,44.5,46.41666667,44.75,5.550000191,6.5,6.550000191,5.550000191"
"691,30442322,0-20 cm,30442322,3.4,104.8,1117,104.8,3.4,Grassland,0.241921678,14479.95122,62.21080017,-3.209369898,42.79910593,-5.691561374,2.770580053,75.30090332,9.125849724,72.33333333,70.5,73.25,71.08333333,3.400000095,4.449999809,4.5,3.450000048"
"692,30462110,0-20 cm,30462110,0.7,178.4,932,178.4,0.7,Cropland,0.206802889,14768.36585,54.3647995,-0.530892015,40.93233139,-5.186353593,0.256969988,33.83499908,11.83430004,32.66666667,31.75,33.41666667,31.83333333,5.5,6.550000191,6.650000095,5.650000095"
"693,30482108,0-20 cm,30482108,0.5,98.6,946,98.6,0.5,Cropland,0.200077183,14713.2,54.3647995,-0.555195987,40.91826065,-5.158704037,0.490931988,33.91759872,11.78960037,32.75,31.83333333,33.58333333,31.83333333,5.5,6.599999905,6.650000095,5.650000095"
